analysis_id,probe_of_analysis_id,scope,batch_id,evidence_id,corpus,text,source_file,doc_id,chunk_id,country,heading_context,native_topic,topic_code,topic_space,causal_hint
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_004808,policy,"Crucially, France has leveraged or amended existing laws to address AI implications.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0003,france,(I) Recent AI Regulations in France (Last Five Years),6.0,P6,policy,False
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_011767,policy,"Dans le cadre de la modernisation des services, le recours à l'IA est envisagé à terme pour faire de l'analyse de données, pour aider au pilotage mais aussi pour améliorer la relation avec les usagers.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0064,france,L'IA en administration : des usages dispersés et des potentialités multiples,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_011750,policy,extrait 7) et concerne principalement l'aide à la rédaction de comptes rendus.,"markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0062,france,L'IA en administration : des usages dispersés et des potentialités multiples,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021576,sentiment,"For me, the important point is that d: That's interesting that you said not just maths teachers in the group … Were there aspects that the humanities people brought up that you hadn't thought about?",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_az.md,sentiment_synthetic_sentiment_public_sentiment_az,sentiment_synthetic_sentiment_public_sentiment_az_chunk_0004,synthetic_probe,Public discussion on responsible AI in education,3.0,S3,sentiment,False
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_012984,policy,"One guide produced by (Herft, 2023), an Australian teacher, and translated into French, proposes a series of examples of instructions to enter to make it a teaching and learning assistant.",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0049,france,What are the educational opportunties?,0.0,P0,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_005107,policy,L'utilisation de l'IA en éducation présente des avantages et des risques potentiels.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0001,france,EN RÉSUMÉ,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021577,sentiment,"I think this matters because strong regional patterns do not clearly emerge, although in general, Western European countries tend to have lower teacher use of AI compared with the Western Balkans and Eastern Europe.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_az.md,sentiment_synthetic_sentiment_public_sentiment_az,sentiment_synthetic_sentiment_public_sentiment_az_chunk_0004,synthetic_probe,Public discussion on responsible AI in education,3.0,S3,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_011227,policy,"Quelles potentialités, quels risques et limites dans l'usage de l'IA ?",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0001,france,SOMMAIRE,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_005123,policy,■ La formation a eu un impact limité sur l'usage de l'IA .,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_011737,policy,"(aide à l’écriture, la synthèse, compte-rendu...) » 556 répondants à la question pour 556 répondants au questionnaire.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0060,france,Utilisation des outils d'IA dans les activités professionnelles,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021290,sentiment,"I would support this when democratising AI - from a technical field to broad engagement -low youth engagement in formal AI governance processes, where other stakeholders are more active (including academia, private companies or more specialised digital rights organisations), might be because youth stakeholders have a fear of not having sufficient expertise on the topic and avoid participation.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_as.md,sentiment_synthetic_sentiment_public_sentiment_as,sentiment_synthetic_sentiment_public_sentiment_as_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",3.0,S3,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020754,sentiment,What am I going to do?,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_af.md,sentiment_synthetic_sentiment_public_sentiment_af,sentiment_synthetic_sentiment_public_sentiment_af_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",7.0,S7,sentiment,False
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_012532,policy,"P/T — Style, format, mots-clés, étapes limite ainsi les réponses imprécises ou incorrectes, souvent qualifiées d'hallucinations ou confabulations .",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0016,france,"P/T — Style, format, mots-clés, étapes",2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021288,sentiment,"Bias in AI has long been the subject of research (e.g., Crawford, ), mostly from a deontological perspective, revealing many overlapping types of bias, each of which deserves specific attention.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_as.md,sentiment_synthetic_sentiment_public_sentiment_as,sentiment_synthetic_sentiment_public_sentiment_as_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",3.0,S3,sentiment,False
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020433,sentiment,"Public confidence depends on student support, assessment and academic integrity and AI tools.",markdown/synthetic/sentiment/mds/sentiment_press_release_ax.md,sentiment_synthetic_sentiment_press_release_ax,sentiment_synthetic_sentiment_press_release_ax_chunk_0003,synthetic_probe,Press release on digital education and responsible AI,4.0,S4,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_004884,policy,"The inventorship and ownership of such patents would vest in the human inventors or companies, since French law only recognizes natural persons (or their successors in title) as inventors - an issue further discussed in Section 4 on AI-generated outputs .",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0011,france,(III) Intellectual Property and Data Use in AI,6.0,P6,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021560,sentiment,"Parents and teachers need to know that in the survey, AI use includes making predictions, suggesting decisions or generating text.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_az.md,sentiment_synthetic_sentiment_public_sentiment_az,sentiment_synthetic_sentiment_public_sentiment_az_chunk_0002,synthetic_probe,Public discussion on responsible AI in education,7.0,S7,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020427,sentiment,"workshops about disinformation) and practical way (e.g., building chatbots).",markdown/synthetic/sentiment/mds/sentiment_press_release_ax.md,sentiment_synthetic_sentiment_press_release_ax,sentiment_synthetic_sentiment_press_release_ax_chunk_0003,synthetic_probe,Press release on digital education and responsible AI,4.0,S4,sentiment,False
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_011235,policy,"On parle d' IA prédictive pour les modèles permettant de classifier des données ou d'anticiper des événements, tendances ou risques, et d' IA générative pour les modèles capables de produire des contenus (texte, image, son, vidéo).",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0003,france,DÉFINITIONS,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_012406,policy,"La prise en compte des points de vigilance suivants permet une utilisation des intelligences artificielles génératives de manière efficace et responsable, tout en optimisant les gestes professionnels 1.",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0007,france,Huit points de vigilances,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_004918,policy,"Consequently, if an AI autonomously generates content (text, image, music, etc.) with no direct human creative input, such content does not qualify as a protectable work under current French law.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0015,france,(IV) Protection of AI-Generated Outputs,6.0,P6,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_012451,policy,"Apparue officiellement en 1956 lors de la conférence de Dartmouth, l'expression Artificial Intelligence n'est pas neutre et met l'accent sur les oppositions entre les approches symbolique et connexionniste de ces technologies.",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0011,france,GESTES PROFESSIONNELS,2.0,P2,policy,False
